,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma10,v_ma5,v_ma10,pct_change,range
9,002154.SZ,20241008,4.76,4.76,4.22,4.48,4.32,0.16000000000000014,3.7,1383013.85,636021.287,3.9879999999999995,3.6409999999999996,906574.3059999999,621051.42,0.03703703703703698,0.54
10,002154.SZ,20241009,4.34,4.34,4.04,4.04,4.48,-0.4400000000000004,-9.82,858047.45,362762.858,4.1,3.728,966755.14,683811.706,-0.09821428571428581,0.2999999999999998
11,002154.SZ,20241010,4.04,4.3,3.97,4.15,4.04,0.11000000000000032,2.72,580040.04,243982.13,4.184,3.8120000000000003,950661.3099999999,695876.952,0.027227722772277252,0.3299999999999996
12,002154.SZ,20241011,4.15,4.24,4.0,4.05,4.15,-0.10000000000000053,-2.41,374201.98,155538.633,4.208,3.8899999999999997,832291.7459999999,705723.448,-0.024096385542168752,0.2400000000000002
13,002154.SZ,20241014,4.07,4.13,3.95,4.12,4.05,0.07000000000000028,1.73,424033.12,174205.721,4.168,3.974,723867.288,726619.86,0.01728395061728394,0.17999999999999972
14,002154.SZ,20241015,4.08,4.11,3.96,3.97,4.12,-0.1499999999999999,-3.64,377443.69,154077.411,4.066,4.027,522753.25599999994,714663.7810000001,-0.036407766990291246,0.15000000000000036
15,002154.SZ,20241016,3.9,3.97,3.85,3.89,3.97,-0.08000000000000007,-2.02,338836.2,134036.669,4.036,4.068,418911.00599999994,692833.0730000001,-0.02015113350125941,0.1200000000000001
16,002154.SZ,20241017,3.91,3.94,3.81,3.81,3.89,-0.08000000000000007,-2.06,297706.78,116715.312,3.968,4.076,362444.35399999993,656552.832,-0.020565552699228773,0.1299999999999999
17,002154.SZ,20241018,3.82,3.98,3.76,3.89,3.81,0.08000000000000007,2.1,431303.36,168442.059,3.936,4.072,373864.63,603078.188,0.0209973753280841,0.2200000000000002
18,002154.SZ,20241021,3.92,3.93,3.83,3.85,3.89,-0.040000000000000036,-1.03,344770.84,135181.729,3.882,4.025,358012.17399999994,540939.731,-0.010282776349614386,0.10000000000000009
19,002154.SZ,20241022,3.86,4.0,3.84,3.99,3.85,0.14000000000000012,3.64,409132.51,163114.199,3.886,3.976,364349.93799999997,443551.59699999995,0.036363636363636376,0.16000000000000014
20,002154.SZ,20241023,4.0,4.13,3.95,4.07,3.99,0.08000000000000007,2.01,430755.0,176253.886,3.9219999999999997,3.979,382733.698,400822.352,0.020050125313283207,0.17999999999999972
21,002154.SZ,20241024,4.04,4.08,4.0,4.03,4.07,-0.040000000000000036,-0.98,211264.64,86202.585,3.966,3.967,365445.26999999996,363944.81200000003,-0.009828009828009798,0.08000000000000007
22,002154.SZ,20241025,4.14,4.3,4.12,4.21,4.03,0.17999999999999972,4.47,782851.02,333270.386,4.029999999999999,3.9830000000000005,435754.80199999997,404809.716,0.04466501240694787,0.17999999999999972
23,002154.SZ,20241028,4.17,4.2,4.1,4.19,4.21,-0.019999999999999574,-0.48,580420.04,243714.931,4.098000000000001,3.9899999999999998,482884.642,420448.408,-0.004750593824227933,0.10000000000000053
24,002154.SZ,20241029,4.17,4.21,4.04,4.05,4.19,-0.14000000000000057,-3.34,427685.99,177487.871,4.11,3.998,486595.338,425472.6380000001,-0.03341288782816243,0.16999999999999993
25,002154.SZ,20241030,4.05,4.06,3.95,3.99,4.05,-0.05999999999999961,-1.48,365037.68,147823.745,4.093999999999999,4.008,473451.874,428092.786,-0.014814814814814725,0.10999999999999943
26,002154.SZ,20241031,3.91,4.05,3.86,4.03,3.99,0.040000000000000036,1.0,410805.59,165006.603,4.093999999999999,4.03,513360.06399999995,439402.667,0.010025062656641603,0.18999999999999995
27,002154.SZ,20241101,4.02,4.03,3.9,3.9,4.03,-0.13000000000000034,-3.23,368682.95,147568.195,4.032,4.031000000000001,430526.45,433140.626,-0.032258064516129115,0.13000000000000034
28,002154.SZ,20241104,3.92,4.08,3.92,4.05,3.9,0.1499999999999999,3.85,416449.93,169503.468,4.0040000000000004,4.051,397732.42799999996,440308.53500000003,0.03846153846153855,0.16000000000000014
29,002154.SZ,20241105,4.03,4.1,4.0,4.1,4.05,0.04999999999999982,1.23,411797.92,169245.921,4.014,4.062,394554.81399999995,440575.076,0.012345679012345734,0.09999999999999964
30,002154.SZ,20241106,4.11,4.13,4.05,4.1,4.1,0.0,0.0,411178.36,170153.917,4.036,4.0649999999999995,403782.94999999995,438617.412,0.0,0.08000000000000007
31,002154.SZ,20241107,4.09,4.26,4.03,4.22,4.1,0.1200000000000001,2.93,670005.75,284393.724,4.074,4.084,455622.98199999996,484491.52300000004,0.029268292682926855,0.22999999999999954
32,002154.SZ,20241108,4.26,4.28,4.11,4.15,4.22,-0.0699999999999994,-1.66,533299.04,225915.121,4.124,4.078,488546.2,459536.325,-0.016587677725118377,0.16999999999999993
33,002154.SZ,20241111,4.13,4.13,4.05,4.12,4.15,-0.03000000000000025,-0.72,490947.98,203389.856,4.138,4.071,503445.80999999994,450589.11899999995,-0.0072289156626507145,0.08000000000000007
34,002154.SZ,20241112,4.13,4.23,4.11,4.13,4.12,0.009999999999999787,0.24,540317.31,228904.602,4.144,4.079,529149.6879999998,461852.251,0.0024271844660193054,0.1200000000000001
35,002154.SZ,20241113,4.13,4.18,4.04,4.12,4.13,-0.009999999999999787,-0.24,363472.17,150787.089,4.148,4.0920000000000005,519608.45,461695.7,-0.002421307506053183,0.13999999999999968
36,002154.SZ,20241114,4.11,4.12,3.96,3.97,4.12,-0.1499999999999999,-3.64,361038.67,147486.616,4.098,4.086,457815.034,456719.00800000003,-0.036407766990291246,0.16000000000000014
37,002154.SZ,20241115,3.96,4.04,3.95,3.96,3.97,-0.010000000000000231,-0.25,269548.0,109119.464,4.0600000000000005,4.0920000000000005,405064.826,446805.513,-0.0025188916876575096,0.08999999999999986
38,002154.SZ,20241118,3.98,4.07,3.94,3.96,3.96,0.0,0.0,408265.02,165352.375,4.0280000000000005,4.083,388528.234,445987.022,0.0,0.13000000000000034
39,002154.SZ,20241119,3.96,4.0,3.9,4.0,3.96,0.040000000000000036,1.01,296159.47,118416.812,4.002000000000001,4.073,339696.6659999999,434423.177,0.010101010101010166,0.10000000000000009
40,002154.SZ,20241120,3.97,4.04,3.95,4.03,4.0,0.03000000000000025,0.75,301744.01,122253.996,3.9840000000000004,4.066000000000001,327351.034,423479.74199999997,0.007500000000000062,0.08999999999999986
41,002154.SZ,20241121,4.01,4.03,3.97,3.99,4.03,-0.040000000000000036,-0.99,227651.03,91987.336,3.9879999999999995,4.043000000000001,300673.50599999994,379244.26999999996,-0.00992555831265507,0.06000000000000005
42,002154.SZ,20241122,3.98,4.04,3.83,3.83,3.99,-0.16000000000000014,-4.01,459746.0,183283.372,3.9620000000000006,4.011,338713.10599999997,371888.966,-0.040100250626566414,0.20999999999999996
43,002154.SZ,20241125,3.84,3.98,3.83,3.94,3.83,0.10999999999999988,2.87,372011.87,147780.356,3.9579999999999997,3.993,331462.47599999997,359995.355,0.02872062663185382,0.1499999999999999
44,002154.SZ,20241126,3.91,3.99,3.91,3.93,3.94,-0.009999999999999787,-0.25,190836.0,76289.916,3.944,3.973,310397.78199999995,325047.22400000005,-0.0025380710659898,0.08000000000000007
45,002154.SZ,20241127,3.95,4.02,3.85,4.02,3.93,0.08999999999999941,2.29,313699.04,125211.699,3.942,3.963,312788.788,320069.91099999996,0.022900763358778553,0.16999999999999948
46,002154.SZ,20241128,4.01,4.27,3.99,4.14,4.02,0.1200000000000001,2.99,922662.82,388284.537,3.972,3.9799999999999995,451791.1459999999,376232.326,0.029850746268656803,0.27999999999999936
47,002154.SZ,20241129,4.14,4.56,4.12,4.56,4.14,0.41999999999999993,10.14,1341934.0,599986.215,4.118,4.04,628228.7459999999,483470.926,0.10144927536231885,0.4399999999999995
48,002154.SZ,20241202,4.65,5.01,4.65,4.82,4.56,0.2600000000000007,5.7,2466774.19,1204484.35,4.294,4.1259999999999994,1047181.21,689321.843,0.05701754385964919,0.35999999999999943
49,002154.SZ,20241203,4.7,4.76,4.5,4.55,4.82,-0.27000000000000046,-5.6,1657060.34,769923.261,4.418,4.181,1340426.078,825411.9299999999,-0.05601659751037358,0.2599999999999998
